"Default","WC/TA","RE/TA","EBIT/TA","ME/TL","S/TA"
0,0.28,0.43,0.08,2.76,0.37
0,0.30,0.34,0.06,2.27,0.32
0,0.33,0.44,0.06,2.47,0.38
0,-0.14,0.06,0.02,0.39,0.10
0,-0.08,0.03,0.03,0.33,0.13
0,-0.01,0.03,0.04,0.26,0.12
0,0.00,-0.01,0.03,0.15,0.12
0,0.03,-0.04,0.02,0.19,0.12
0,0.06,-0.02,0.04,0.25,0.13
0,-0.01,0.16,0.05,0.52,0.18
0,0.08,0.16,0.06,0.43,0.17
0,0.01,0.13,0.05,0.44,0.13
0,0.04,0.13,0.04,0.42,0.14
0,0.07,0.14,0.05,0.51,0.16
0,0.01,0.38,0.05,1.67,0.22
0,-0.03,0.39,0.07,1.97,0.23
0,0.01,0.43,0.07,3.37,0.24
0,0.00,0.51,0.07,3.29,0.25
0,0.01,0.48,0.10,4.13,0.29
0,-0.04,0.44,0.09,2.83,0.29
0,-0.07,0.42,0.08,2.88,0.27
0,-0.03,0.44,0.08,2.95,0.27
0,0.00,0.48,0.08,2.97,0.26
0,-0.10,0.45,0.07,2.36,0.26
0,0.17,0.11,0.05,0.13,0.32
0,0.12,0.06,0.04,0.09,0.36
1,0.11,0.04,0.01,0.05,0.28
0,0.18,0.35,0.06,2.55,0.27
0,0.19,0.40,0.07,3.34,0.27
0,0.21,0.36,0.07,3.08,0.27
0,0.21,0.40,0.08,2.80,0.41
0,0.18,0.37,0.07,2.06,0.29
0,0.22,0.36,0.07,1.29,0.27
0,0.07,0.35,0.06,1.55,0.28
0,0.09,0.28,0.05,1.55,0.30
0,0.17,0.26,0.05,1.16,0.27
0,0.20,0.24,0.05,1.38,0.30
0,0.23,0.00,0.06,6.37,0.18
0,0.18,-0.12,-0.02,1.81,0.15
0,0.14,-0.30,0.01,1.63,0.15
0,0.25,-0.25,0.06,2.72,0.19
0,0.22,-0.18,0.06,2.47,0.21
0,0.25,-0.18,0.04,1.41,0.20
0,0.27,-0.15,0.03,1.51,0.21
0,0.27,-0.15,0.03,1.65,0.23
0,0.06,0.08,0.03,0.23,0.13
0,0.07,0.09,0.03,0.26,0.13
0,0.10,0.12,0.04,0.27,0.14
0,0.04,0.08,0.03,0.33,0.10
0,0.00,0.09,0.05,0.31,0.10
0,-0.03,0.08,0.03,0.31,0.12
0,0.27,0.50,0.07,2.76,0.42
0,0.36,0.55,0.08,3.08,0.45
0,0.39,0.55,0.08,3.54,0.45
0,0.42,0.53,0.10,3.45,0.47
0,0.48,0.54,0.09,4.29,0.47
0,0.07,0.21,0.03,0.63,0.15
0,0.05,0.14,0.06,2.63,0.17
0,0.06,0.13,0.05,2.23,0.18
0,0.05,0.17,0.05,1.93,0.18
0,0.07,0.10,-0.11,1.38,0.15
0,0.01,0.12,0.07,1.63,0.20
0,0.00,0.20,0.09,2.54,0.26
0,0.02,0.21,0.03,1.40,0.15
0,-0.01,0.19,0.04,1.28,0.10
0,-0.03,0.20,0.05,1.46,0.11
0,0.05,0.27,0.07,1.87,0.13
0,0.10,0.12,0.04,0.46,0.14
0,0.11,0.05,0.03,0.42,0.13
0,0.16,0.07,0.06,0.85,0.19
0,0.19,0.10,0.06,0.84,0.23
0,0.31,0.50,0.06,2.45,0.50
0,0.33,0.51,0.07,2.43,0.54
0,0.26,0.46,0.07,2.84,0.55
0,0.32,0.38,0.06,3.32,0.49
0,0.26,0.33,0.07,1.61,0.56
0,0.27,0.28,0.06,1.18,0.50
0,0.30,0.28,0.05,1.28,0.45
0,0.33,0.30,0.05,0.92,0.47
0,0.35,0.30,0.07,1.95,0.47
0,0.31,0.29,0.08,2.43,0.49
0,0.05,0.42,0.06,1.71,0.15
0,0.04,0.30,0.06,1.00,0.10
0,0.04,0.31,0.05,1.01,0.09
0,0.00,0.31,0.03,0.63,0.10
0,-0.03,0.31,0.04,0.42,0.11
0,-0.04,0.31,0.04,0.57,0.11
0,0.00,0.31,0.04,0.60,0.12
0,0.01,0.34,0.05,0.70,0.12
0,0.03,0.32,0.05,0.88,0.10
0,0.28,0.05,0.05,0.34,0.37
0,0.30,0.08,0.05,0.23,0.36
0,0.34,-0.24,0.05,2.64,0.37
0,0.31,-0.26,0.00,0.82,0.30
0,0.21,-0.37,0.03,0.60,0.31
0,0.20,-0.36,0.04,1.07,0.32
0,0.21,-0.33,0.04,1.22,0.32
0,0.50,0.11,0.05,3.23,0.21
1,-0.04,-0.26,0.05,0.31,0.18
0,0.02,0.13,0.06,0.43,0.12
0,0.01,0.12,0.03,0.25,0.12
0,0.01,0.10,0.03,0.23,0.12
0,0.01,0.08,0.04,0.30,0.12
0,-0.02,0.10,0.04,0.40,0.16
0,-0.10,0.07,0.05,0.48,0.18
0,0.02,0.08,0.04,0.32,0.16
0,0.05,0.12,0.05,0.29,0.16
0,0.06,0.10,0.03,0.33,0.15
0,0.04,0.10,0.05,0.29,0.19
0,-0.07,0.13,0.04,0.45,0.15
0,-0.08,0.06,0.03,0.42,0.17
0,-0.09,0.09,0.05,0.38,0.14
0,-0.11,0.07,0.05,0.47,0.12
0,0.00,0.08,0.04,0.53,0.13
0,-0.06,0.08,0.06,0.53,0.16
0,-0.04,0.13,0.04,0.64,0.20
0,-0.05,0.11,0.04,0.46,0.10
0,-0.30,0.03,0.03,0.24,0.10
0,0.05,0.04,0.04,0.49,0.13
0,0.03,0.06,0.04,0.53,0.14
0,0.10,0.25,0.06,0.82,0.36
0,0.03,0.17,0.05,0.69,0.29
0,0.05,0.21,0.06,1.13,0.29
0,0.10,0.23,0.05,0.78,0.32
0,0.07,0.26,0.05,0.67,0.26
0,0.02,0.30,0.06,1.04,0.26
0,-0.01,0.17,0.05,0.88,0.24
0,0.13,0.07,0.04,0.70,0.14
0,0.01,0.14,0.05,1.08,0.25
0,0.05,0.15,0.05,1.22,0.26
0,0.24,-0.19,0.05,0.08,0.26
0,0.45,-0.24,0.04,0.30,0.36
0,0.35,-0.16,0.06,0.95,0.41
0,0.34,-0.05,0.07,0.60,0.32
0,0.36,0.06,0.04,0.47,0.25
0,0.37,0.09,0.04,0.31,0.26
0,0.35,0.07,0.03,0.39,0.22
0,0.34,0.03,0.03,0.20,0.27
0,0.30,0.06,0.05,0.52,0.30
0,0.00,0.14,0.06,0.90,0.15
0,-0.04,0.13,0.06,0.93,0.16
0,-0.05,0.12,0.04,1.02,0.13
0,-0.02,0.12,0.05,0.90,0.14
0,0.01,0.13,0.05,0.74,0.14
0,0.00,0.13,0.07,0.87,0.19
0,-0.02,0.13,0.05,0.72,0.19
0,0.01,0.13,0.06,0.84,0.18
0,0.02,0.14,0.06,0.76,0.18
0,0.01,0.14,0.06,0.83,0.19
0,0.08,0.16,0.06,0.66,0.15
0,0.07,0.09,0.05,0.35,0.17
0,0.03,0.10,0.04,0.46,0.29
0,0.24,-0.20,-0.01,0.10,0.27
0,-0.33,-0.57,0.02,0.06,0.39
0,0.07,0.15,0.05,0.99,0.13
0,0.07,0.16,0.06,0.94,0.14
0,0.00,0.16,0.04,0.98,0.12
0,0.08,0.20,0.04,0.60,0.16
0,0.09,0.22,0.05,0.72,0.20
0,0.10,0.22,0.04,0.66,0.25
0,0.04,0.16,0.00,0.64,0.17
0,0.03,0.14,0.05,0.64,0.22
0,0.12,0.21,0.02,0.97,0.27
0,0.14,0.22,0.03,1.25,0.33
0,0.23,0.65,0.04,3.31,0.30
0,0.30,0.61,0.07,3.29,0.32
0,0.24,0.70,0.06,2.06,0.30
0,0.26,0.72,0.04,2.67,0.29
0,0.22,0.62,0.06,1.61,0.32
0,0.23,0.63,0.04,2.06,0.40
0,0.36,0.64,0.11,3.15,0.53
0,0.02,0.04,0.07,1.18,0.17
0,0.03,0.05,0.06,1.05,0.15
1,0.29,-0.48,0.08,1.73,0.25
0,0.24,-0.22,0.06,2.60,0.25
0,0.25,-0.13,0.06,2.22,0.22
0,0.02,-0.05,0.03,0.55,0.17
0,0.03,-0.02,0.06,0.65,0.19
0,0.02,-0.04,0.02,0.95,0.16
0,0.03,-0.02,0.03,0.54,0.15
0,0.02,0.00,0.07,0.78,0.22
0,0.00,0.09,0.08,0.64,0.22
0,0.01,0.13,0.03,0.84,0.11
0,0.01,0.17,0.09,1.08,0.16
0,0.03,0.23,0.07,1.62,0.15
0,0.20,0.24,0.05,0.97,0.18
0,0.23,0.26,0.04,0.60,0.17
0,0.17,0.24,0.04,0.67,0.17
0,0.20,0.25,0.05,1.19,0.19
0,0.20,0.29,0.04,1.05,0.19
0,0.14,0.28,0.04,0.78,0.18
0,0.28,0.32,0.05,0.90,0.18
0,0.28,0.34,0.03,1.25,0.18
0,0.13,0.13,0.04,0.36,0.18
0,0.12,0.10,0.05,0.34,0.16
0,0.10,0.13,0.05,0.49,0.14
0,0.11,0.11,0.05,0.39,0.10
0,0.18,0.09,0.03,0.21,0.11
0,0.08,0.06,0.04,0.29,0.12
1,-0.05,-0.03,0.03,0.09,0.11
0,-0.03,0.08,0.04,0.38,0.09
0,-0.06,0.06,0.03,0.39,0.11
0,-0.05,0.07,0.03,0.50,0.11
0,-0.01,0.09,0.06,0.63,0.12
0,-0.10,0.17,0.04,0.53,0.19
0,0.03,0.17,0.04,0.62,0.26
0,0.01,0.18,0.03,0.63,0.15
0,0.00,0.16,0.01,0.47,0.24
0,0.07,0.15,0.02,0.65,0.21
0,0.05,0.15,0.05,0.70,0.32
0,0.16,0.17,0.04,1.30,0.36
0,0.25,0.20,0.05,1.44,0.28
0,0.25,0.28,0.07,2.16,0.33
0,0.17,0.35,0.05,1.70,0.23
0,0.27,0.06,0.05,1.22,0.36
0,0.27,0.09,0.05,1.26,0.35
0,0.27,0.05,0.04,0.78,0.27
0,0.30,-0.16,0.02,0.79,0.28
0,0.28,-0.22,0.02,0.96,0.30
0,0.27,-0.19,0.04,1.25,0.34
0,0.40,0.28,0.09,4.06,0.86
0,0.46,0.24,0.06,1.83,0.68
0,0.43,0.24,0.06,1.37,0.65
0,0.32,0.18,0.01,0.42,0.65
0,0.31,0.29,0.08,8.09,0.33
0,0.47,0.21,0.06,28.38,0.24
0,0.29,0.17,0.07,4.97,0.29
0,0.23,0.14,0.05,3.34,0.26
0,0.23,0.17,0.06,0.99,0.25
0,0.28,0.17,0.06,1.79,0.26
0,0.32,0.20,0.04,2.08,0.28
0,0.32,0.24,0.06,1.98,0.31
0,0.29,0.23,0.06,2.44,0.31
0,0.31,0.26,0.07,1.87,0.32
0,0.05,0.19,0.03,0.81,0.21
0,0.05,0.20,0.02,0.97,0.23
0,0.03,0.22,0.03,1.22,0.21
0,-0.03,0.13,0.04,0.80,0.18
0,0.01,0.13,0.03,0.56,0.18
0,-0.01,0.09,0.04,0.25,0.39
0,-0.01,0.11,0.02,0.27,0.10
0,0.01,0.10,0.04,0.31,0.14
0,-0.02,0.12,0.05,0.44,0.16
0,-0.03,0.10,0.06,0.62,0.37
0,0.02,0.16,0.04,0.56,0.21
0,-0.04,0.16,0.06,0.60,0.13
0,-0.01,0.16,0.06,0.75,0.16
0,-0.03,0.16,0.05,0.85,0.15
0,0.06,0.19,0.04,1.08,0.18
0,-0.02,0.19,0.04,0.87,0.16
0,0.05,0.20,0.04,1.13,0.20
0,0.08,0.21,0.07,1.24,0.22
0,0.10,0.24,0.04,1.14,0.20
0,0.08,0.21,0.05,1.56,0.24
0,0.07,0.23,0.04,1.50,0.24
0,0.08,0.21,0.04,1.28,0.26
0,0.08,0.21,0.05,1.11,0.23
0,0.11,0.23,0.05,1.13,0.24
0,0.31,0.18,0.03,0.68,0.40
0,0.28,0.17,0.04,0.52,0.40
0,0.12,0.36,0.03,0.56,0.09
0,0.07,0.37,0.03,0.53,0.08
0,0.08,0.38,0.04,0.68,0.08
0,0.07,0.40,0.02,0.64,0.09
0,0.07,0.37,0.02,0.51,0.08
0,0.08,0.41,0.06,0.76,0.10
0,0.06,0.40,0.05,0.70,0.08
0,0.06,0.38,0.03,0.52,0.07
0,0.06,0.44,0.05,1.15,0.09
0,0.19,0.47,0.08,1.76,0.13
0,0.42,0.10,0.04,0.67,0.89
0,0.30,0.12,0.05,0.78,1.14
0,0.37,0.13,0.05,1.05,1.15
0,0.36,0.14,0.06,0.95,1.03
0,0.29,0.13,0.06,0.45,1.03
0,0.31,0.17,0.07,0.91,1.05
0,0.37,0.18,0.06,0.89,1.05
0,0.41,0.21,0.05,0.80,1.06
0,0.39,0.23,0.04,1.37,1.09
0,0.41,0.24,0.07,1.68,1.05
0,0.04,-0.21,0.06,0.68,0.34
0,-0.01,-0.24,0.07,0.53,0.29
0,0.05,-0.18,0.04,0.38,0.28
0,-0.05,-0.33,0.04,0.34,0.29
1,-0.10,-0.22,0.05,0.17,0.23
0,0.08,-0.06,0.04,0.39,0.20
0,0.09,-0.02,0.06,0.54,0.20
0,0.12,0.01,0.06,0.99,0.20
0,0.11,0.01,0.05,0.58,0.14
0,0.13,0.03,0.03,0.48,0.16
0,0.10,-0.01,0.06,0.13,0.17
0,0.11,0.00,0.05,0.21,0.17
0,0.08,-0.04,0.05,0.29,0.18
0,0.11,-0.11,0.04,0.23,0.16
0,0.08,-0.05,0.04,0.40,0.19
0,0.12,0.68,0.09,2.48,0.30
0,0.11,0.75,0.08,2.63,0.31
0,0.17,0.74,0.08,2.36,0.30
0,0.13,0.77,0.06,2.32,0.27
0,0.10,0.68,0.07,1.90,0.26
0,0.09,0.69,0.05,1.34,0.28
0,0.12,0.74,0.06,1.65,0.26
0,0.16,0.69,0.04,1.52,0.28
0,0.21,0.72,0.06,1.99,0.28
0,0.24,0.74,0.05,2.21,0.31
0,0.00,0.12,0.06,0.56,0.17
0,-0.04,0.10,0.03,0.41,0.18
0,-0.01,0.12,0.04,0.44,0.13
0,0.00,0.11,0.04,0.36,0.12
0,0.01,0.11,0.05,0.42,0.12
0,0.02,0.14,0.05,0.48,0.14
0,0.35,0.45,0.06,2.57,0.34
0,0.38,0.41,0.03,1.15,0.36
0,-0.05,0.08,0.05,0.65,0.08
0,-0.01,0.08,0.04,0.62,0.09
0,0.04,0.11,0.03,0.89,0.14
0,0.04,0.07,0.04,0.74,0.13
0,0.26,0.43,0.05,1.81,0.25
0,0.30,0.47,0.06,2.62,0.27
0,0.33,0.52,0.08,2.68,0.28
0,0.03,-0.18,0.07,0.30,0.10
0,0.03,-0.20,0.03,1.17,0.10
0,-0.01,-0.26,0.05,0.44,0.09
0,-0.02,0.01,0.06,0.82,0.19
0,-0.02,0.04,0.04,1.13,0.32
0,0.56,0.35,0.05,2.28,0.32
0,0.58,0.38,0.05,1.71,0.32
0,0.52,0.38,0.06,1.94,0.32
0,0.50,0.43,0.04,1.53,0.30
0,0.51,0.46,0.04,1.31,0.31
0,0.48,0.47,0.07,2.35,0.34
0,0.39,0.19,0.06,0.73,0.33
0,0.38,0.18,0.05,0.50,0.31
0,0.36,0.17,0.05,0.25,0.31
0,0.36,0.18,0.04,0.15,0.31
0,0.35,0.15,0.02,0.09,0.28
0,0.29,0.02,0.05,0.12,0.32
0,0.33,0.04,0.06,0.20,0.35
0,0.31,0.04,0.05,0.54,0.37
0,0.38,-0.05,0.04,14.35,0.19
0,0.31,0.03,0.04,1.62,0.14
0,0.09,0.05,0.03,0.40,0.12
0,0.10,0.01,0.04,0.37,0.11
0,0.14,-0.01,0.06,0.69,0.12
0,0.13,0.00,0.04,0.52,0.12
0,0.15,-0.14,0.04,0.36,0.13
0,0.10,-0.28,0.03,0.41,0.14
0,0.18,-0.39,0.04,0.68,0.17
0,0.30,0.47,0.08,2.45,0.42
0,0.23,0.44,0.07,2.12,0.36
0,0.29,0.48,0.08,3.14,0.39
0,0.26,0.49,0.07,2.31,0.38
0,0.30,0.51,0.07,2.72,0.37
0,0.24,0.47,0.07,1.79,0.35
0,0.19,0.46,0.05,1.79,0.31
0,0.17,0.43,0.05,1.80,0.32
0,0.18,0.39,0.06,1.46,0.30
0,0.22,0.41,0.06,2.21,0.35
0,0.21,-0.05,0.02,1.86,0.15
0,0.22,-0.20,0.02,0.54,0.23
0,0.09,-0.13,0.04,0.20,0.53
1,0.13,-0.14,0.05,0.09,0.58
0,0.10,-0.11,0.05,0.13,0.58
0,0.10,-0.13,0.06,0.05,0.52
1,0.11,-0.20,0.03,0.06,0.52
0,0.36,0.28,0.05,1.02,0.43
0,0.20,0.23,0.05,0.69,0.40
0,0.25,0.20,0.05,1.07,0.46
0,0.25,0.17,0.04,0.63,0.40
0,0.23,0.20,0.05,0.40,0.48
0,0.18,0.15,0.02,0.31,0.50
0,0.25,0.17,0.05,0.57,0.57
0,0.26,0.17,0.06,0.48,0.56
0,0.38,0.09,0.07,1.36,0.46
0,-0.16,0.14,0.06,0.71,0.12
0,0.00,0.16,0.06,0.95,0.19
0,0.06,0.09,0.02,0.52,0.13
0,-0.02,0.06,0.05,0.45,0.13
0,0.05,0.10,0.06,0.60,0.12
0,0.23,0.25,0.07,1.25,0.34
0,0.27,0.31,0.06,1.72,0.35
0,0.24,0.29,0.06,1.66,0.40
0,0.26,0.34,0.07,1.83,0.37
0,0.19,0.23,0.06,1.03,0.32
0,0.21,0.25,0.04,0.75,0.29
0,0.19,0.27,0.05,1.35,0.28
0,0.15,0.28,0.05,1.24,0.28
0,0.15,0.32,0.05,1.53,0.17
0,0.13,0.34,0.06,2.65,0.24
0,-0.05,0.21,0.03,0.60,0.18
0,0.07,0.26,0.05,0.86,0.19
0,0.06,0.26,0.05,0.99,0.09
0,0.01,0.12,-0.02,0.42,0.09
0,-0.12,0.21,0.03,0.72,0.11
0,-0.08,0.19,0.02,0.67,0.08
0,-0.10,0.22,0.02,0.65,0.13
0,0.00,0.19,0.02,0.76,0.14
0,0.05,0.19,0.02,0.74,0.15
0,0.05,0.38,0.05,2.09,0.30
0,0.07,0.38,0.04,1.91,0.26
0,0.11,0.34,0.03,1.05,0.26
0,0.14,0.34,0.04,0.66,0.30
0,0.11,0.35,0.02,0.30,0.30
0,0.09,0.34,0.04,0.23,0.31
0,0.08,0.35,0.05,0.74,0.31
0,0.11,0.38,0.02,0.51,0.28
0,0.08,0.34,0.04,0.98,0.33
0,0.03,0.34,0.07,2.47,0.39
0,0.03,0.37,0.05,2.57,0.29
0,0.13,0.56,0.05,4.17,0.34
0,-0.12,0.55,0.06,3.72,0.35
0,0.05,0.78,0.07,4.83,0.35
0,0.08,0.81,0.10,6.48,0.47
0,0.07,0.50,0.08,6.55,0.35
0,0.05,0.63,0.09,5.97,0.34
0,0.11,0.67,0.09,6.12,0.33
0,0.21,-0.46,0.07,0.50,0.60
0,0.10,-0.80,0.05,0.41,0.71
0,0.08,-1.02,0.07,0.19,0.68
0,0.24,0.28,0.06,0.65,0.23
0,0.22,0.28,0.04,0.54,0.20
0,0.26,0.27,0.04,0.52,0.22
0,0.12,0.58,0.09,5.58,0.25
0,0.08,0.58,0.09,6.97,0.25
0,0.14,0.63,0.08,13.07,0.24
0,0.17,0.64,0.08,17.12,0.23
0,0.14,0.67,0.13,10.77,0.41
0,0.18,0.56,0.10,16.67,0.28
0,0.16,0.61,0.10,12.05,0.23
0,0.16,0.65,0.11,7.17,0.23
0,0.08,0.29,0.05,5.28,0.16
0,0.14,0.33,0.07,3.68,0.16
0,0.23,0.52,0.09,2.21,0.27
0,0.17,0.52,0.08,2.15,0.24
0,0.09,0.46,0.06,1.52,0.20
0,0.09,0.47,0.03,1.24,0.17
0,0.05,0.24,0.04,1.06,0.14
0,0.05,0.22,0.03,0.97,0.17
0,0.08,0.20,0.05,0.55,0.15
0,0.11,0.14,0.03,0.71,0.17
0,0.14,0.15,0.06,1.65,0.19
0,0.20,0.25,0.09,2.24,0.26
0,0.02,0.03,0.05,0.86,0.13
0,0.00,0.05,0.03,0.61,0.12
0,-0.03,0.04,0.04,0.61,0.12
0,0.00,0.06,0.05,0.68,0.11
0,0.01,0.07,0.03,0.92,0.10
0,-0.01,0.10,0.05,0.74,0.08
0,0.00,0.11,0.05,0.98,0.08
0,0.00,0.11,0.05,1.40,0.09
0,0.08,0.23,0.06,1.32,0.11
0,0.07,0.24,0.06,0.96,0.07
0,0.05,0.19,0.04,0.84,0.08
0,0.01,0.16,0.01,0.71,0.08
0,0.05,0.16,0.04,0.74,0.08
0,0.03,0.13,0.03,0.51,0.07
0,0.01,0.14,0.04,0.30,0.09
0,0.04,0.15,0.04,2.97,0.12
0,0.04,-0.09,0.08,3.29,0.15
0,0.13,0.16,0.05,0.54,0.40
0,0.09,0.15,0.05,0.60,0.39
0,0.16,0.24,0.06,1.12,0.40
0,0.29,0.41,0.03,1.53,0.27
0,0.22,0.09,0.02,2.94,0.31
0,0.08,0.61,0.01,2.87,0.35
0,0.04,0.50,0.02,2.12,0.26
0,0.10,0.48,0.05,1.19,0.35
0,0.11,0.50,0.05,1.90,0.39
0,0.16,0.55,0.07,1.63,0.39
0,0.39,0.21,0.05,0.64,0.53
0,0.41,0.24,0.06,1.01,0.61
0,0.42,0.14,0.04,0.76,0.55
0,0.38,0.16,0.05,0.41,0.51
0,0.49,0.17,0.05,0.47,0.46
0,0.45,0.19,0.05,0.80,0.56
0,0.45,0.20,0.05,0.80,0.49
0,0.44,0.20,0.05,0.69,0.45
0,0.24,0.10,0.03,0.64,0.29
0,0.21,0.13,0.04,0.99,0.30
0,-0.36,0.21,0.03,0.24,0.55
0,-0.09,0.09,0.03,0.17,0.64
0,0.02,0.18,0.04,1.08,0.08
0,0.03,0.16,0.02,1.11,0.12
0,0.01,0.17,0.03,1.28,0.13
0,-0.01,0.18,0.01,1.54,0.11
0,0.02,0.19,0.03,1.27,0.10
0,0.01,0.18,0.02,1.10,0.12
0,0.04,0.19,0.02,1.25,0.11
0,0.01,0.19,0.01,1.41,0.11
0,-0.14,0.15,0.02,0.83,0.10
0,0.03,0.15,0.04,1.21,0.11
0,0.49,0.19,0.09,1.74,0.49
0,0.34,0.24,0.08,3.19,0.54
0,0.45,0.28,0.09,6.98,0.51
0,0.42,0.33,0.09,3.41,0.54
0,0.38,0.43,0.10,3.63,0.61
0,0.49,0.49,0.11,6.15,0.62
0,0.50,0.52,0.11,6.76,0.58
0,0.46,0.60,0.12,4.62,0.57
0,0.44,0.63,0.09,5.66,0.56
0,0.38,0.64,0.07,3.86,0.52
0,0.42,0.91,-0.02,9.47,0.13
0,0.39,0.95,-0.01,11.27,0.17
0,0.39,0.92,-0.02,15.50,0.12
0,0.44,0.82,-0.04,13.83,0.10
0,0.43,0.26,0.05,0.89,0.71
0,0.53,0.27,0.05,1.08,0.69
0,0.52,0.21,0.04,0.58,0.48
0,0.52,0.24,0.05,0.30,0.62
0,0.49,0.26,0.04,0.56,0.64
0,0.53,0.24,0.05,0.50,0.64
0,0.46,0.29,0.04,0.81,0.57
0,0.54,0.31,0.03,0.60,0.36
0,0.38,0.32,0.05,0.88,0.52
0,0.24,0.31,0.05,1.20,0.46
0,-0.14,0.31,0.05,1.24,0.14
0,-0.09,0.33,0.04,1.39,0.16
0,-0.08,0.36,0.06,2.11,0.15
0,0.01,0.42,0.06,3.02,0.17
0,0.10,0.44,0.07,1.98,0.16
0,0.01,0.49,0.06,1.32,0.15
0,-0.04,0.46,0.05,1.27,0.16
0,-0.06,0.46,0.06,1.02,0.17
0,0.01,0.48,0.06,1.26,0.17
0,-0.03,0.47,0.06,1.28,0.18
0,0.20,0.29,0.06,5.60,0.13
0,0.19,0.22,0.01,4.22,0.13
0,0.16,0.14,-0.07,3.21,0.14
0,0.26,0.15,0.05,2.77,0.14
0,0.10,0.14,0.02,2.18,0.14
0,0.17,0.10,-0.05,2.51,0.14
0,0.22,0.04,0.03,3.30,0.12
0,0.09,0.05,0.05,2.95,0.11
0,0.20,0.10,0.05,3.49,0.14
0,0.24,0.13,0.03,3.50,0.11
0,0.01,-0.08,0.03,0.56,0.36
0,0.03,-0.04,0.05,0.80,0.45
0,0.02,0.02,0.05,0.71,0.48
0,0.02,-0.04,0.05,0.34,0.51
0,0.10,-0.04,0.06,0.17,5.01
0,0.03,-0.04,0.05,0.34,1.16
0,0.00,0.10,0.04,1.69,0.10
0,-0.04,-0.64,0.04,5.14,0.05
0,-0.09,-0.46,0.02,5.08,0.07
0,0.49,-0.48,0.14,2.98,0.47
0,0.54,-0.16,0.13,3.33,0.44
0,0.64,0.12,0.12,6.04,0.41
0,0.56,0.52,0.18,19.93,0.53
0,0.17,-0.50,-0.20,1.43,0.11
0,0.14,-0.81,-0.09,0.45,0.13
0,0.14,-1.05,0.00,1.06,0.16
0,0.08,-0.25,0.04,3.52,0.14
0,0.04,-0.10,0.06,4.26,0.13
0,0.04,-0.01,0.06,1.88,0.15
0,-0.01,-0.05,-0.02,0.88,0.08
0,0.03,-0.04,0.04,1.24,0.12
0,0.12,0.05,0.10,1.79,0.17
0,0.07,0.08,0.05,0.91,0.07
0,0.09,0.20,0.08,2.37,0.13
0,0.08,0.24,0.06,1.81,0.13
0,0.35,0.71,0.04,1.44,0.32
0,0.30,0.69,0.05,1.29,0.34
0,0.29,0.62,0.06,1.34,0.31
0,0.19,0.58,0.00,0.48,0.27
0,0.21,0.61,0.06,0.52,0.35
1,0.18,0.59,0.03,0.20,0.27
0,0.24,0.33,0.03,0.66,0.31
0,0.22,0.39,0.04,0.98,0.31
0,0.36,0.41,0.05,1.06,0.25
0,0.27,0.29,0.02,0.42,0.26
0,0.27,0.32,0.07,0.86,0.31
0,0.28,0.38,0.05,0.93,0.31
0,0.22,0.23,0.01,0.64,0.28
0,0.16,0.18,0.01,0.66,0.30
0,0.19,0.18,0.02,0.74,0.31
0,0.20,0.19,0.04,0.71,0.36
0,0.09,0.42,0.06,0.93,0.21
0,0.07,0.42,0.04,0.99,0.20
0,0.07,0.41,0.03,0.91,0.18
0,0.08,0.38,0.05,0.78,0.17
0,0.04,0.37,0.04,0.88,0.20
0,0.04,0.32,0.04,0.58,0.20
0,0.08,0.31,0.03,0.49,0.16
0,0.08,0.26,0.03,0.60,0.22
0,0.13,0.30,0.02,0.91,0.21
0,0.17,0.40,0.05,1.66,0.24
0,-0.03,0.08,0.04,0.38,0.15
0,0.00,0.10,0.03,0.34,0.15
0,0.02,0.09,0.04,0.42,0.16
0,0.21,0.34,0.07,2.16,0.30
0,0.21,0.37,0.07,1.35,0.29
0,0.11,0.25,0.06,0.58,0.25
0,0.10,0.29,0.06,1.04,0.26
0,0.08,0.29,0.06,1.16,0.28
0,0.10,0.34,0.04,0.92,0.24
0,0.09,0.28,0.04,1.43,0.21
0,0.16,0.29,0.06,2.79,0.27
0,0.11,0.13,0.05,0.94,0.12
0,0.02,0.12,0.04,1.47,0.10
0,0.02,0.13,0.06,0.77,0.11
0,0.01,0.17,0.05,0.66,0.13
0,0.01,0.26,0.04,1.10,0.15
0,0.06,0.30,0.04,1.12,0.12
0,0.06,0.29,0.02,0.91,0.10
0,0.05,0.31,0.02,1.43,0.14
0,0.11,0.34,0.05,2.85,0.33
0,0.15,0.40,0.06,3.91,0.35
0,0.14,0.39,0.06,6.20,0.34
0,0.07,0.35,0.07,6.55,0.33
0,0.05,0.32,0.08,5.94,0.33
0,0.02,0.29,0.08,3.47,0.31
0,0.06,0.27,0.07,3.73,0.32
0,0.03,0.26,0.08,4.33,0.28
0,0.10,0.30,0.08,4.23,0.27
0,-0.06,0.24,0.08,3.55,0.26
0,0.09,0.04,0.05,0.59,0.12
0,0.01,0.06,0.04,0.59,0.14
0,0.02,0.09,0.05,0.69,0.14
0,0.08,0.11,0.04,0.52,0.14
0,0.09,0.10,0.04,0.38,0.13
0,0.09,0.12,0.04,0.56,0.19
0,0.04,0.17,0.04,0.59,0.13
0,0.01,0.16,0.04,0.49,0.12
0,0.02,0.16,0.05,0.54,0.14
0,0.02,0.17,0.04,0.67,0.14
0,-0.05,0.13,0.00,1.08,0.08
